system:index,B11,B11_B12,B11_B12_change,B11_B12_wet,B11_change,B11_wet,B12,B12_change,B12_wet,B2,B2_change,B2_wet,B3,B3_change,B3_wet,B4,B4_B3,B4_B3_change,B4_B3_wet,B4_change,B4_wet,B8,B8_B4,B8_B4_change,B8_B4_wet,B8_change,B8_wet,NDVI,NDVI_change,NDVI_wet,elevation,region_id,slope,.geo
00000000000000000064_0,0.2917,1.3417664,0.39680502,1.7385714,-0.048300013,0.2434,0.2174,-0.0774,0.14,0.11555,-0.009549998,0.106,0.1026,-0.007600002,0.095,0.1169,1.1393762,-0.20042883,0.9389474,-0.0277,0.0892,0.1553,1.328486,0.73541546,2.0639014,0.028799996,0.1841,0.14107278,0.20616472,0.3472375,651,1,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.1356788429733,14.473521110441112]}"
00000000000000000065_0,0.3322,1.4269758,0.08573598,1.5127119,-0.046599984,0.2856,0.2328,-0.044,0.1888,0.1205,-0.0167,0.1038,0.1157,-0.0163,0.0994,0.1345,1.1624892,-0.05081914,1.11167,-0.023999996,0.1105,0.2282,1.6966543,0.23728228,1.9339366,-0.014500007,0.2137,0.25834024,0.05998177,0.318322,677,1,0.9575573,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.07459340365318,14.416567921427935]}"
00000000000000000066_0,0.2544,1.6349616,0.25924265,1.8942043,-0.048500016,0.2059,0.1556,-0.046899997,0.1087,0.11835,-0.015749998,0.1026,0.1094,-0.010899998,0.0985,0.1083,0.9899452,-0.25695026,0.7329949,-0.0361,0.0722,0.27115,2.5036933,1.335642,3.8393354,0.0060500205,0.2772,0.4291738,0.15754631,0.5867201,635,1,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.17718100909963,14.47253296362858]}"
00000000000000000067_0,0.1785,1.5076014,0.39678568,1.904387,-0.009199992,0.1693,0.1184,-0.0295,0.0889,0.11235,-0.012050003,0.1003,0.09675,-0.008549996,0.0882,0.0953,0.9850129,-0.18569317,0.79931974,-0.024799995,0.0705,0.1546,1.6222456,1.1479671,2.7702127,0.040700004,0.1953,0.23729491,0.23223104,0.46952593,706,1,5.9933147,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.12112613537057,14.44764963025847]}"
00000000000000000068_0,0.2222,1.6095618,0.2018807,1.8114425,0.0025999993,0.2248,0.13805,-0.013950005,0.1241,0.12265,-0.02245,0.1002,0.1141,-0.021300003,0.0928,0.1073,0.9404031,-0.13113591,0.8092672,-0.0322,0.0751,0.27705,2.582013,0.7881603,3.3701732,-0.02394998,0.2531,0.44165474,0.10069752,0.54235226,680,1,2.086653,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.10091404147788,14.4080339262288]}"
00000000000000000069_0,0.33115,1.55433,0.04443545,1.5987655,-0.07214999,0.259,0.21305,-0.051049992,0.162,0.12585,-0.026450008,0.0994,0.126,-0.030500002,0.0955,0.14795,1.1742063,-0.28310677,0.8910995,-0.06284999,0.0851,0.2826,1.9101048,1.2438319,3.1539366,-0.014199972,0.2684,0.31273952,0.20578949,0.518529,690,1,5.99305,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.12202445065469,14.42321545453042]}"
0000000000000000006a_0,0.3528,1.3759751,0.4193597,1.7953348,-0.11420001,0.2386,0.2564,-0.12349999,0.1329,0.1264,-0.023699991,0.1027,0.123,-0.026600003,0.0964,0.1515,1.2317073,-0.35203928,0.879668,-0.066700004,0.0848,0.2182,1.440264,1.2378021,2.678066,0.008900002,0.2271,0.18041654,0.27581945,0.45623598,690,1,2.6642895,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.13558901144489,14.39788296351825]}"
0000000000000000006b_0,0.2828,1.3835616,0.29718292,1.6807445,-0.047999993,0.2348,0.2044,-0.06470001,0.1397,0.1296,-0.0198,0.1098,0.1223,-0.020499997,0.1018,0.1336,1.0923958,-0.17392813,0.9184676,-0.040099993,0.0935,0.2063,1.5441618,0.4954103,2.039572,-0.015600011,0.1907,0.21388645,0.12812617,0.34201264,634,1,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.17987595495198,14.481336453412952]}"
0000000000000000006c_0,0.2691,1.6171875,0.16638817,1.7835758,-0.060600013,0.2085,0.1664,-0.049500003,0.1169,0.1159,-0.016000003,0.0999,0.1095,-0.016199999,0.0933,0.1119,1.0219178,-0.047641348,0.9742765,-0.021000005,0.0909,0.23195,2.0728328,-0.09043458,1.9823983,-0.051750004,0.1802,0.3491348,-0.019736039,0.32939875,682,1,5.317623,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.14861458306463,14.440013950343454]}"
0000000000000000006d_0,0.26275,1.3578812,0.17315759,1.5310388,-0.01365,0.2491,0.1935,-0.0308,0.1627,0.1144,-0.004900001,0.1095,0.10155,0.0025499985,0.1041,0.1154,1.136386,-0.19690473,0.9394813,-0.0176,0.0978,0.16365,1.418111,1.0818889,2.5,0.08084999,0.2445,0.1729081,0.25566334,0.4285714,655,1,3.9934661,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.10450730261437,14.465436272884036]}"
0000000000000000006e_0,0.2291,1.4847699,0.65990585,2.1446757,-0.04380001,0.1853,0.1543,-0.0679,0.0864,0.1136,-0.0189,0.0947,0.0998,-0.0154,0.0844,0.0977,0.97895795,-0.26213327,0.71682465,-0.0372,0.0605,0.1903,1.9477994,1.9943494,3.9421487,0.048199996,0.2385,0.32152778,0.27378994,0.5953177,725,1,4.724554,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.14708744708162,14.405698306490088]}"
0000000000000000006f_0,0.3844,1.3827338,0.08776977,1.4705037,-0.077800006,0.3066,0.278,-0.0695,0.2085,0.14705,-0.013549998,0.1335,0.14565,-0.015349999,0.1303,0.17255,1.1846893,-0.16473533,1.019954,-0.039649993,0.1329,0.25575,1.4821792,0.696903,2.1790822,0.033850014,0.2896,0.19425638,0.17663121,0.3708876,639,1,4.6273675,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.17268943267904,14.466244756639744]}"
00000000000000000070_0,0.2783,1.6704681,-0.04246799,1.6280001,0.0066000223,0.2849,0.1666,0.008399993,0.175,0.1194,0.013000004,0.1324,0.1155,0.009599999,0.1251,0.1079,0.9341991,0.1473356,1.0815347,0.027399994,0.1353,0.2963,2.746061,-0.9256619,1.8203992,-0.049999997,0.2463,0.46610588,-0.17522536,0.2908805,643,1,3.3742352,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.17709117757121,14.457351435326961]}"
00000000000000000071_0,0.2608,1.544109,0.54737365,2.0914826,-0.061900005,0.1989,0.1689,-0.0738,0.0951,0.1158,-0.016999997,0.0988,0.1049,-0.010600001,0.0943,0.1126,1.0734032,-0.33321238,0.7401908,-0.0428,0.0698,0.1817,1.6136768,1.9823117,3.5959885,0.06929998,0.251,0.23479445,0.33004346,0.56483793,711,1,7.616803,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.13900260952455,14.429144335405608]}"
00000000000000000072_0,0.24245,1.5536687,1.2875127E-4,1.5537975,0.05215001,0.2946,0.15605,0.03355001,0.1896,0.1285,-0.010499999,0.118,0.1209,-0.007299997,0.1136,0.11945,0.98800665,0.06392992,1.0519366,4.9993396E-5,0.1195,0.20585,1.7233152,0.055764295,1.7790794,0.0067499876,0.2126,0.26560098,0.014736262,0.28033724,633,1,4.7245154,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.17520471547456,14.470287175418282]}"
00000000000000000073_0,0.3347,1.3998327,0.39081317,1.7906458,-0.09349999,0.2412,0.2391,-0.104399994,0.1347,0.1219,-1.0000169E-4,0.1218,0.1164,-0.0061000064,0.1103,0.1379,1.1847079,-0.24273136,0.9419764,-0.033999994,0.1039,0.1953,1.4162437,0.7675869,2.1838305,0.0316,0.2269,0.17226893,0.19955695,0.37182587,673,1,5.9927254,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.07459340365318,14.393211724040826]}"
00000000000000000074_0,0.23895,1.7667283,0.008451684,1.77518,-0.041549996,0.1974,0.13525,-0.024050005,0.1112,0.1116,-0.0092999935,0.1023,0.1059,-0.0119999945,0.0939,0.0882,0.83286124,0.0010045436,0.83386576,-0.009900004,0.0783,0.28645,3.2477324,-0.7279366,2.5197957,-0.08915,0.1973,0.52916056,-0.09737533,0.4317852,661,1,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.11214298252938,14.465166778298801]}"
00000000000000000075_0,0.16555,1.8653522,-0.052929766,1.8124223,-0.019649997,0.1459,0.08875,-0.008249998,0.0805,0.1134,-0.0013999939,0.112,0.10635,-0.010949999,0.0954,0.09165,0.8617772,0.0040508937,0.8658281,-0.009050004,0.0826,0.23725,2.5886524,-0.31020203,2.2784505,-0.049050003,0.1882,0.44268775,-0.052732047,0.3899557,675,1,4.7236047,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.18140309093499,14.404530496620733]}"
00000000000000000076_0,0.2484,1.3716179,0.6459745,2.0175924,-0.03050001,0.2179,0.1811,-0.07309999,0.108,0.1144,-0.0141,0.1003,0.1048,-0.011399999,0.0934,0.1085,1.0353053,-0.24622604,0.78907925,-0.034799993,0.0737,0.1887,1.7391707,1.4711412,3.210312,0.04789999,0.2366,0.26985198,0.25512382,0.52497584,719,1,6.724924,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.13675682131425,14.425730737325953]}"
00000000000000000077_0,0.207,1.7329426,0.4637787,2.1967213,-0.0194,0.1876,0.11945,-0.034050003,0.0854,0.1084,-0.0069999993,0.1014,0.098,-0.0053999946,0.0926,0.0789,0.8051021,-0.10315829,0.7019438,-0.013900004,0.065,0.2584,3.2750316,0.9311226,4.2061543,0.0150000155,0.2734,0.5321672,0.08367208,0.61583924,635,1,2.9401476,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.17942679730993,14.468041387207982]}"
00000000000000000078_0,0.3072,1.3702053,0.18226886,1.5524741,-0.021700025,0.2855,0.2242,-0.040299997,0.1839,0.1206,-0.011,0.1096,0.114,-0.013700001,0.1003,0.1412,1.2385966,-0.17977299,1.0588236,-0.035000004,0.1062,0.1986,1.4065155,0.7742754,2.180791,0.033000007,0.2316,0.16892286,0.20230271,0.37122557,667,1,2.9400997,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.16451476359354,14.43381557488303]}"
00000000000000000079_0,0.1482,2.1478262,0.14195606,2.2897823,-0.011500001,0.1367,0.069,-0.009299997,0.0597,0.108,-0.014400005,0.0936,0.1025,-0.018,0.0845,0.0812,0.79219514,-0.103437744,0.6887574,-0.023000002,0.0582,0.2735,3.3682263,1.1111547,4.479381,-0.012800008,0.2607,0.5421483,0.092847,0.6349953,671,1,3.0161443,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.11645489589314,14.415849269200638]}"
0000000000000000007a_0,0.0278,1.9508772,-0.1047232,1.846154,-0.006199999,0.0216,0.01425,-0.0025500003,0.0117,0.1156,-0.0010999963,0.1145,0.0988,-0.0017000064,0.0971,0.0771,0.78036433,0.014692339,0.7950567,1.0000169E-4,0.0772,0.05855,0.75940335,-0.050854187,0.7085492,-0.0038500018,0.0547,-0.136749,-0.033834815,-0.17058381,646,1,1.8543341,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.07585104505094,14.470107512361459]}"
0000000000000000007b_0,0.3128,1.3321975,0.23334959,1.5655472,-0.023799986,0.289,0.2348,-0.0502,0.1846,0.11775,-0.008249998,0.1095,0.1075,-0.005400002,0.1021,0.1307,1.215814,-0.17957498,1.036239,-0.024900004,0.1058,0.1741,1.3320581,0.47701567,1.8090737,0.01730001,0.1914,0.14238842,0.14563312,0.28802153,659,1,3.0164604,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.18239123774752,14.44172074938328]}"
0000000000000000007c_0,0.35085,1.3096305,0.31340936,1.6230398,-0.081749976,0.2691,0.2679,-0.102099985,0.1658,0.1314,-0.009500004,0.1219,0.13495,-0.023549996,0.1114,0.16575,1.2282327,-0.20848402,1.0197487,-0.052149996,0.1136,0.23905,1.4422323,0.49878886,1.9410212,-0.018549994,0.2205,0.1810771,0.138887,0.31996408,638,1,5.439266,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.15660958909329,14.477473697691238]}"
0000000000000000007d_0,0.3423,1.5391188,0.32754785,1.8666666,-0.087500006,0.2548,0.2224,-0.085899994,0.1365,0.1296,-0.018300004,0.1113,0.1275,-0.0216,0.1059,0.1561,1.2243137,-0.34329394,0.88101983,-0.062800005,0.0933,0.2371,1.5188981,1.1541995,2.6730976,0.0123,0.2494,0.20600203,0.24949841,0.45550045,678,1,3.415669,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.16577240499132,14.413423817933516]}"
0000000000000000007e_0,0.2205,1.4244187,0.18794842,1.612367,0.022,0.2425,0.1548,-0.0044,0.1504,0.1228,-0.0189,0.1039,0.109,-0.015000001,0.094,0.1152,1.0568807,-0.07283814,0.9840426,-0.022699997,0.0925,0.1565,1.3585069,0.5571688,1.9156756,0.020700008,0.1772,0.15200588,0.16204678,0.31405267,677,1,4.2480793,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.12049731467168,14.402644034524082]}"
0000000000000000007f_0,0.1606,2.0188563,0.036316328,2.0551724,-0.011600003,0.149,0.07955,-0.00705,0.0725,0.11055,5.0000846E-5,0.1106,0.10165,-0.0046499968,0.097,0.085,0.8362027,-0.04341921,0.79278344,-0.008100003,0.0769,0.24745,2.9111764,-0.06332198,2.8478544,-0.028449997,0.219,0.4886449,-0.008415083,0.48022982,649,1,3.416026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.1776301667417,14.446391988860702]}"
00000000000000000080_0,0.2391,1.6432989,0.20797856,1.8512775,-0.036199987,0.2029,0.1455,-0.035900004,0.1096,0.1154,-0.0024000034,0.113,0.1093,-0.0062000006,0.1031,0.1051,0.9615736,-0.12743199,0.8341416,-0.019099995,0.086,0.2505,2.3834443,0.2619045,2.6453488,-0.022999987,0.2275,0.40888637,0.042469274,0.45135567,651,1,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.09534448671634,14.452410701264304]}"
00000000000000000081_0,0.2188,1.5595152,0.4106533,1.9701685,-0.0669,0.1519,0.1403,-0.063200004,0.0771,0.1149,-0.017099999,0.0978,0.0988,-0.009900004,0.0889,0.1036,1.048583,-0.2859283,0.76265466,-0.035800003,0.0678,0.1656,1.5984555,1.4162937,3.0147493,0.0388,0.2044,0.23031203,0.27152485,0.5018369,761,1,18.139603,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.13954159869502,14.423664612172479]}"
00000000000000000082_0,0.3308,1.435764,0.86022866,2.2959926,-0.078700006,0.2521,0.2304,-0.12059999,0.1098,0.14275,-0.024849996,0.1179,0.14785,-0.03395001,0.1139,0.1742,1.1782211,-0.43634224,0.74187887,-0.0897,0.0845,0.27925,1.6030425,2.844295,4.4473376,0.09655002,0.3758,0.23166832,0.40117985,0.63284814,661,1,3.4160922,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.08231891509661,14.452410701264304]}"
00000000000000000083_0,0.355,1.3150584,0.05304247,1.3681008,-0.040199995,0.3148,0.26995,-0.039849997,0.2301,0.119,-0.013400003,0.1056,0.1125,-0.012099996,0.1004,0.14885,1.323111,-0.121915884,1.2011952,-0.028249994,0.1206,0.20335,1.3661404,0.2889176,1.655058,-0.0037499964,0.1996,0.15474163,0.09197916,0.24672079,665,1,2.0867586,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.12840248917193,14.461663348690735]}"
00000000000000000084_0,0.24525,1.4615614,0.07564621,1.5372076,-0.028349996,0.2169,0.1678,-0.02669999,0.1411,0.1172,-0.010200001,0.107,0.10725,-0.010449998,0.0968,0.11315,1.0550116,-0.0074909884,1.0475206,-0.011749998,0.1014,0.19325,1.7079098,0.030748919,1.7386588,-0.016949996,0.1763,0.26142296,0.008292543,0.26971552,662,1,3.4162726,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.12840248917193,14.469029534020514]}"
00000000000000000085_0,0.24435,1.6317196,0.26529047,1.8970101,-0.015949994,0.2284,0.14975,-0.029349998,0.1204,0.11535,-0.014449999,0.1009,0.1092,-0.0077000037,0.1015,0.1034,0.9468864,-0.16363521,0.7832512,-0.023900002,0.0795,0.2411,2.3317215,0.99029106,3.3220124,0.022999987,0.2641,0.39970973,0.13754289,0.5372526,694,1,10.781758,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.13199575030842,14.442259738553753]}"
00000000000000000086_0,0.3207,1.3379223,0.46940368,1.8073261,-0.073999986,0.2467,0.2397,-0.1032,0.1365,0.1206,-0.012699999,0.1079,0.1131,-0.0088,0.1043,0.1422,1.2572944,-0.32344967,0.9338447,-0.04479999,0.0974,0.1871,1.3157525,0.9286007,2.2443533,0.03150001,0.2186,0.13634984,0.24719447,0.3835443,667,1,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.16882667695732,14.427796862479429]}"
00000000000000000087_0,0.3097,1.301534,0.076988064,1.378522,-0.05040002,0.2593,0.23795,-0.049850002,0.1881,0.1293,-0.019099995,0.1102,0.1228,-0.027800001,0.095,0.1299,1.0578176,-0.21044911,0.8473684,-0.049399994,0.0805,0.2384,1.835258,0.98089105,2.816149,-0.011700004,0.2267,0.29459682,0.18131463,0.47591144,685,1,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.08465453483532,14.393391387097651]}"
00000000000000000088_0,0.24555,1.3931916,0.9614182,2.3546097,-0.07955001,0.166,0.17625,-0.105749995,0.0705,0.1148,-0.012800001,0.102,0.10545,-0.010249995,0.0952,0.1212,1.14936,-0.37309948,0.7762605,-0.047300003,0.0739,0.1576,1.30033,3.028493,4.328823,0.1623,0.3199,0.13055953,0.49412307,0.6246826,659,1,3.0165355,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.15508245311028,14.447739461786881]}"
00000000000000000089_0,0.2176,1.5399859,0.50859237,2.0485783,-0.044699997,0.1729,0.1413,-0.056899995,0.0844,0.1128,-0.0154,0.0974,0.1036,-0.012700006,0.0909,0.1038,1.0019305,-0.287959,0.71397144,-0.038899995,0.0649,0.1944,1.8728324,1.6572137,3.530046,0.034700006,0.2291,0.30382293,0.25468045,0.5585034,741,1,10.665423,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.1492434037635,14.410279714439097]}"
0000000000000000008a_0,0.2554,1.5238663,0.51613355,2.04,-0.07180001,0.1836,0.1676,-0.0776,0.09,0.1248,-0.023699999,0.1011,0.1186,-0.027500004,0.0911,0.127,1.0708263,-0.26841137,0.80241495,-0.053900003,0.0731,0.218,1.7165353,1.383328,3.0998633,0.0086000115,0.2266,0.26376808,0.24841076,0.51217884,687,1,2.086622,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.08492402942055,14.392133745699883]}"
0000000000000000008b_0,0.16055,2.2190738,0.07323397,2.2923079,-0.026449993,0.1341,0.07235,-0.0138500035,0.0585,0.1091,-0.015699998,0.0934,0.10345,-0.014449999,0.089,0.07985,0.7718705,-0.10108398,0.6707865,-0.020150002,0.0597,0.3049,3.8184092,0.7846058,4.603015,-0.030099988,0.2748,0.58492523,0.058124073,0.6430493,666,1,5.439047,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.10917854209178,14.444954684406111]}"
0000000000000000008c_0,0.2326,1.7742182,-0.14144629,1.6327718,0.019499987,0.2521,0.1311,0.023300007,0.1544,0.118,-0.010399997,0.1076,0.111,-0.007100001,0.1039,0.1076,0.9693694,-0.028079676,0.9412897,-0.009800002,0.0978,0.2691,2.5009294,-0.06739153,2.433538,-0.031100005,0.238,0.42872313,-0.011212698,0.41751042,672,1,0.9576182,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.11393961309761,14.430940965973846]}"
0000000000000000008d_0,0.313,1.4207897,0.36295488,1.7837447,-0.06719999,0.2458,0.2203,-0.08250001,0.1378,0.1216,-0.0045000017,0.1171,0.1177,-0.009200007,0.1085,0.1311,1.1138487,-0.23550773,0.878341,-0.035800003,0.0953,0.2288,1.7452327,1.0595944,2.804827,0.03850001,0.2673,0.2714643,0.20288764,0.47435194,674,1,3.4157708,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.17197078045173,14.422766296888359]}"
0000000000000000008e_0,0.26325,1.5116278,0.2762741,1.787902,-0.02974999,0.2335,0.17415,-0.04355,0.1306,0.1156,-0.014899999,0.1007,0.1094,-0.010399997,0.099,0.1063,0.9716636,-0.21004742,0.7616162,-0.030899994,0.0754,0.22865,2.1509879,1.2906566,3.4416444,0.030849993,0.2595,0.36527842,0.1844379,0.5497163,667,1,3.4162033,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.12768383694464,14.462741327031678]}"
0000000000000000008f_0,0.3502,1.2951185,0.48131013,1.7764285,-0.101500005,0.2487,0.2704,-0.13039999,0.14,0.1255,-0.02539999,0.1001,0.1213,-0.027799994,0.0935,0.14905,1.2287717,-0.34534925,0.8834224,-0.06645,0.0826,0.2079,1.394834,1.1911224,2.5859563,0.005699992,0.2136,0.16486904,0.2773997,0.44226873,682,1,8.884437,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.11438877073968,14.447829293315294]}"
00000000000000000090_0,0.33645,1.5458305,-0.03159668,1.5142338,-0.08645001,0.25,0.21765,-0.052550003,0.1651,0.1385,-0.020700008,0.1178,0.13405,-0.026949994,0.1071,0.1653,1.233122,-0.14255242,1.0905696,-0.048499994,0.1168,0.238,1.4398065,0.090159245,1.5299658,-0.059300005,0.1787,0.18026285,0.029212601,0.20947546,638,1,3.825938,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.1672097094459,14.477922855333297]}"
